PartitionKey,RowKey,cloudDetectionJson,cloudIsAnomaly,cloudPublishTimestamp,cloudReceivedTimestamp,deviceId,deviceType,directPublisherReceivedTimestamp,experimentId,groundTruthJson,iotHubEnqueuedTimestamp,messageType,originDeviceId,originModuleId,payloadJson,runId,scenario,sensorTimestamp,sequence,valuesJson
budgeted_800k_s0_s1_s2|S0_CLOUD_ONLY|s0_90_normal_rep1_smoke_20260504_004035,telemetry|s0-cloud-publisher-b|device|compressor-001|000000000018|975,"{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""}",False,2026-05-03T22:42:12.526413Z,2026-05-03T22:42:12.646176Z,compressor-001,compressor,2026-05-03T22:42:12.526402Z,budgeted_800k_s0_s1_s2,"{""anomalyType"":null,""isAnomaly"":false}",2026-05-03T22:42:12.618,telemetry,s0-cloud-publisher-b,,"{""anomalyTimestamp"":null,""cloudDetection"":{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""},""cloudPublishTimestamp"":""2026-05-03T22:42:12.526413Z"",""cloudReceivedTimestamp"":""2026-05-03T22:42:12.646176Z"",""deviceId"":""compressor-001"",""deviceType"":""compressor"",""directPublisherReceivedTimestamp"":""2026-05-03T22:42:12.526402Z"",""edgeReceivedTimestamp"":null,""experimentId"":""budgeted_800k_s0_s1_s2"",""filteredTimestamp"":null,""groundTruth"":{""anomalyType"":null,""isAnomaly"":false},""normalizedTimestamp"":null,""runId"":""s0_90_normal_rep1_smoke_20260504_004035"",""scenario"":""S0_CLOUD_ONLY"",""sensorTimestamp"":""2026-01-01T00:00:19.944444Z"",""sequence"":18,""values"":{""current"":7.6648,""pressure"":5.5055,""status"":""NORMAL"",""temperature"":40.7688,""vibration"":0.3023}}",s0_90_normal_rep1_smoke_20260504_004035,S0_CLOUD_ONLY,2026-01-01T00:00:19.944444Z,18,"{""current"":7.6648,""pressure"":5.5055,""status"":""NORMAL"",""temperature"":40.7688,""vibration"":0.3023}"
budgeted_800k_s0_s1_s2|S0_CLOUD_ONLY|s0_90_normal_rep1_smoke_20260504_004035,telemetry|s0-cloud-publisher-b|device|compressor-001|000000000037|1075,"{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""}",False,2026-05-03T22:42:33.939542Z,2026-05-03T22:42:34.063350Z,compressor-001,compressor,2026-05-03T22:42:33.939530Z,budgeted_800k_s0_s1_s2,"{""anomalyType"":null,""isAnomaly"":false}",2026-05-03T22:42:34.028,telemetry,s0-cloud-publisher-b,,"{""anomalyTimestamp"":null,""cloudDetection"":{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""},""cloudPublishTimestamp"":""2026-05-03T22:42:33.939542Z"",""cloudReceivedTimestamp"":""2026-05-03T22:42:34.063350Z"",""deviceId"":""compressor-001"",""deviceType"":""compressor"",""directPublisherReceivedTimestamp"":""2026-05-03T22:42:33.939530Z"",""edgeReceivedTimestamp"":null,""experimentId"":""budgeted_800k_s0_s1_s2"",""filteredTimestamp"":null,""groundTruth"":{""anomalyType"":null,""isAnomaly"":false},""normalizedTimestamp"":null,""runId"":""s0_90_normal_rep1_smoke_20260504_004035"",""scenario"":""S0_CLOUD_ONLY"",""sensorTimestamp"":""2026-01-01T00:00:41.055556Z"",""sequence"":37,""values"":{""current"":7.894,""pressure"":5.5374,""status"":""NORMAL"",""temperature"":40.0,""vibration"":0.318}}",s0_90_normal_rep1_smoke_20260504_004035,S0_CLOUD_ONLY,2026-01-01T00:00:41.055556Z,37,"{""current"":7.894,""pressure"":5.5374,""status"":""NORMAL"",""temperature"":40.0,""vibration"":0.318}"
budgeted_800k_s0_s1_s2|S0_CLOUD_ONLY|s0_90_normal_rep1_smoke_20260504_004035,telemetry|s0-cloud-publisher-b|device|compressor-002|000000000018|976,"{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""}",False,2026-05-03T22:42:12.694432Z,2026-05-03T22:42:12.806600Z,compressor-002,compressor,2026-05-03T22:42:12.694421Z,budgeted_800k_s0_s1_s2,"{""anomalyType"":null,""isAnomaly"":false}",2026-05-03T22:42:12.775,telemetry,s0-cloud-publisher-b,,"{""anomalyTimestamp"":null,""cloudDetection"":{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""},""cloudPublishTimestamp"":""2026-05-03T22:42:12.694432Z"",""cloudReceivedTimestamp"":""2026-05-03T22:42:12.806600Z"",""deviceId"":""compressor-002"",""deviceType"":""compressor"",""directPublisherReceivedTimestamp"":""2026-05-03T22:42:12.694421Z"",""edgeReceivedTimestamp"":null,""experimentId"":""budgeted_800k_s0_s1_s2"",""filteredTimestamp"":null,""groundTruth"":{""anomalyType"":null,""isAnomaly"":false},""normalizedTimestamp"":null,""runId"":""s0_90_normal_rep1_smoke_20260504_004035"",""scenario"":""S0_CLOUD_ONLY"",""sensorTimestamp"":""2026-01-01T00:00:19.955556Z"",""sequence"":18,""values"":{""current"":8.4302,""pressure"":6.6332,""status"":""NORMAL"",""temperature"":42.0132,""vibration"":0.2948}}",s0_90_normal_rep1_smoke_20260504_004035,S0_CLOUD_ONLY,2026-01-01T00:00:19.955556Z,18,"{""current"":8.4302,""pressure"":6.6332,""status"":""NORMAL"",""temperature"":42.0132,""vibration"":0.2948}"
budgeted_800k_s0_s1_s2|S0_CLOUD_ONLY|s0_90_normal_rep1_smoke_20260504_004035,telemetry|s0-cloud-publisher-b|device|compressor-002|000000000038|1076,"{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""}",False,2026-05-03T22:42:34.115241Z,2026-05-03T22:42:34.239915Z,compressor-002,compressor,2026-05-03T22:42:34.115230Z,budgeted_800k_s0_s1_s2,"{""anomalyType"":""pressure_instability"",""isAnomaly"":true}",2026-05-03T22:42:34.215,telemetry,s0-cloud-publisher-b,,"{""anomalyTimestamp"":null,""cloudDetection"":{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""},""cloudPublishTimestamp"":""2026-05-03T22:42:34.115241Z"",""cloudReceivedTimestamp"":""2026-05-03T22:42:34.239915Z"",""deviceId"":""compressor-002"",""deviceType"":""compressor"",""directPublisherReceivedTimestamp"":""2026-05-03T22:42:34.115230Z"",""edgeReceivedTimestamp"":null,""experimentId"":""budgeted_800k_s0_s1_s2"",""filteredTimestamp"":null,""groundTruth"":{""anomalyType"":""pressure_instability"",""isAnomaly"":true},""normalizedTimestamp"":null,""runId"":""s0_90_normal_rep1_smoke_20260504_004035"",""scenario"":""S0_CLOUD_ONLY"",""sensorTimestamp"":""2026-01-01T00:00:42.177778Z"",""sequence"":38,""values"":{""current"":10.0756,""pressure"":7.3483,""status"":""FAULT"",""temperature"":40.0,""vibration"":0.9209}}",s0_90_normal_rep1_smoke_20260504_004035,S0_CLOUD_ONLY,2026-01-01T00:00:42.177778Z,38,"{""current"":10.0756,""pressure"":7.3483,""status"":""FAULT"",""temperature"":40.0,""vibration"":0.9209}"
budgeted_800k_s0_s1_s2|S0_CLOUD_ONLY|s0_90_normal_rep1_smoke_20260504_004035,telemetry|s0-cloud-publisher-b|device|compressor-003|000000000018|977,"{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""}",False,2026-05-03T22:42:12.935204Z,2026-05-03T22:42:13.049347Z,compressor-003,compressor,2026-05-03T22:42:12.935193Z,budgeted_800k_s0_s1_s2,"{""anomalyType"":null,""isAnomaly"":false}",2026-05-03T22:42:13.025,telemetry,s0-cloud-publisher-b,,"{""anomalyTimestamp"":null,""cloudDetection"":{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""},""cloudPublishTimestamp"":""2026-05-03T22:42:12.935204Z"",""cloudReceivedTimestamp"":""2026-05-03T22:42:13.049347Z"",""deviceId"":""compressor-003"",""deviceType"":""compressor"",""directPublisherReceivedTimestamp"":""2026-05-03T22:42:12.935193Z"",""edgeReceivedTimestamp"":null,""experimentId"":""budgeted_800k_s0_s1_s2"",""filteredTimestamp"":null,""groundTruth"":{""anomalyType"":null,""isAnomaly"":false},""normalizedTimestamp"":null,""runId"":""s0_90_normal_rep1_smoke_20260504_004035"",""scenario"":""S0_CLOUD_ONLY"",""sensorTimestamp"":""2026-01-01T00:00:19.966667Z"",""sequence"":18,""values"":{""current"":7.7895,""pressure"":5.442,""status"":""NORMAL"",""temperature"":40.0,""vibration"":0.371}}",s0_90_normal_rep1_smoke_20260504_004035,S0_CLOUD_ONLY,2026-01-01T00:00:19.966667Z,18,"{""current"":7.7895,""pressure"":5.442,""status"":""NORMAL"",""temperature"":40.0,""vibration"":0.371}"
budgeted_800k_s0_s1_s2|S0_CLOUD_ONLY|s0_90_normal_rep1_smoke_20260504_004035,telemetry|s0-cloud-publisher-b|device|compressor-003|000000000038|1077,"{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""}",False,2026-05-03T22:42:34.380409Z,2026-05-03T22:42:34.494936Z,compressor-003,compressor,2026-05-03T22:42:34.380398Z,budgeted_800k_s0_s1_s2,"{""anomalyType"":null,""isAnomaly"":false}",2026-05-03T22:42:34.465,telemetry,s0-cloud-publisher-b,,"{""anomalyTimestamp"":null,""cloudDetection"":{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""},""cloudPublishTimestamp"":""2026-05-03T22:42:34.380409Z"",""cloudReceivedTimestamp"":""2026-05-03T22:42:34.494936Z"",""deviceId"":""compressor-003"",""deviceType"":""compressor"",""directPublisherReceivedTimestamp"":""2026-05-03T22:42:34.380398Z"",""edgeReceivedTimestamp"":null,""experimentId"":""budgeted_800k_s0_s1_s2"",""filteredTimestamp"":null,""groundTruth"":{""anomalyType"":null,""isAnomaly"":false},""normalizedTimestamp"":null,""runId"":""s0_90_normal_rep1_smoke_20260504_004035"",""scenario"":""S0_CLOUD_ONLY"",""sensorTimestamp"":""2026-01-01T00:00:42.188889Z"",""sequence"":38,""values"":{""current"":7.7066,""pressure"":5.3796,""status"":""NORMAL"",""temperature"":40.0,""vibration"":0.3641}}",s0_90_normal_rep1_smoke_20260504_004035,S0_CLOUD_ONLY,2026-01-01T00:00:42.188889Z,38,"{""current"":7.7066,""pressure"":5.3796,""status"":""NORMAL"",""temperature"":40.0,""vibration"":0.3641}"
budgeted_800k_s0_s1_s2|S0_CLOUD_ONLY|s0_90_normal_rep1_smoke_20260504_004035,telemetry|s0-cloud-publisher-b|device|compressor-004|000000000019|978,"{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""}",False,2026-05-03T22:42:13.094119Z,2026-05-03T22:42:13.208010Z,compressor-004,compressor,2026-05-03T22:42:13.094108Z,budgeted_800k_s0_s1_s2,"{""anomalyType"":null,""isAnomaly"":false}",2026-05-03T22:42:13.181,telemetry,s0-cloud-publisher-b,,"{""anomalyTimestamp"":null,""cloudDetection"":{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""},""cloudPublishTimestamp"":""2026-05-03T22:42:13.094119Z"",""cloudReceivedTimestamp"":""2026-05-03T22:42:13.208010Z"",""deviceId"":""compressor-004"",""deviceType"":""compressor"",""directPublisherReceivedTimestamp"":""2026-05-03T22:42:13.094108Z"",""edgeReceivedTimestamp"":null,""experimentId"":""budgeted_800k_s0_s1_s2"",""filteredTimestamp"":null,""groundTruth"":{""anomalyType"":null,""isAnomaly"":false},""normalizedTimestamp"":null,""runId"":""s0_90_normal_rep1_smoke_20260504_004035"",""scenario"":""S0_CLOUD_ONLY"",""sensorTimestamp"":""2026-01-01T00:00:21.088889Z"",""sequence"":19,""values"":{""current"":8.2975,""pressure"":6.3722,""status"":""NORMAL"",""temperature"":40.1611,""vibration"":0.3311}}",s0_90_normal_rep1_smoke_20260504_004035,S0_CLOUD_ONLY,2026-01-01T00:00:21.088889Z,19,"{""current"":8.2975,""pressure"":6.3722,""status"":""NORMAL"",""temperature"":40.1611,""vibration"":0.3311}"
budgeted_800k_s0_s1_s2|S0_CLOUD_ONLY|s0_90_normal_rep1_smoke_20260504_004035,telemetry|s0-cloud-publisher-b|device|compressor-004|000000000038|1078,"{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""}",False,2026-05-03T22:42:34.657983Z,2026-05-03T22:42:34.768420Z,compressor-004,compressor,2026-05-03T22:42:34.657973Z,budgeted_800k_s0_s1_s2,"{""anomalyType"":null,""isAnomaly"":false}",2026-05-03T22:42:34.746,telemetry,s0-cloud-publisher-b,,"{""anomalyTimestamp"":null,""cloudDetection"":{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""},""cloudPublishTimestamp"":""2026-05-03T22:42:34.657983Z"",""cloudReceivedTimestamp"":""2026-05-03T22:42:34.768420Z"",""deviceId"":""compressor-004"",""deviceType"":""compressor"",""directPublisherReceivedTimestamp"":""2026-05-03T22:42:34.657973Z"",""edgeReceivedTimestamp"":null,""experimentId"":""budgeted_800k_s0_s1_s2"",""filteredTimestamp"":null,""groundTruth"":{""anomalyType"":null,""isAnomaly"":false},""normalizedTimestamp"":null,""runId"":""s0_90_normal_rep1_smoke_20260504_004035"",""scenario"":""S0_CLOUD_ONLY"",""sensorTimestamp"":""2026-01-01T00:00:42.200000Z"",""sequence"":38,""values"":{""current"":7.8324,""pressure"":6.3897,""status"":""NORMAL"",""temperature"":40.0,""vibration"":0.3316}}",s0_90_normal_rep1_smoke_20260504_004035,S0_CLOUD_ONLY,2026-01-01T00:00:42.200000Z,38,"{""current"":7.8324,""pressure"":6.3897,""status"":""NORMAL"",""temperature"":40.0,""vibration"":0.3316}"
budgeted_800k_s0_s1_s2|S0_CLOUD_ONLY|s0_90_normal_rep1_smoke_20260504_004035,telemetry|s0-cloud-publisher-b|device|compressor-005|000000000019|979,"{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""}",False,2026-05-03T22:42:13.303211Z,2026-05-03T22:42:13.417439Z,compressor-005,compressor,2026-05-03T22:42:13.303200Z,budgeted_800k_s0_s1_s2,"{""anomalyType"":null,""isAnomaly"":false}",2026-05-03T22:42:13.384,telemetry,s0-cloud-publisher-b,,"{""anomalyTimestamp"":null,""cloudDetection"":{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""},""cloudPublishTimestamp"":""2026-05-03T22:42:13.303211Z"",""cloudReceivedTimestamp"":""2026-05-03T22:42:13.417439Z"",""deviceId"":""compressor-005"",""deviceType"":""compressor"",""directPublisherReceivedTimestamp"":""2026-05-03T22:42:13.303200Z"",""edgeReceivedTimestamp"":null,""experimentId"":""budgeted_800k_s0_s1_s2"",""filteredTimestamp"":null,""groundTruth"":{""anomalyType"":null,""isAnomaly"":false},""normalizedTimestamp"":null,""runId"":""s0_90_normal_rep1_smoke_20260504_004035"",""scenario"":""S0_CLOUD_ONLY"",""sensorTimestamp"":""2026-01-01T00:00:21.100000Z"",""sequence"":19,""values"":{""current"":8.007,""pressure"":6.742,""status"":""NORMAL"",""temperature"":42.4438,""vibration"":0.3257}}",s0_90_normal_rep1_smoke_20260504_004035,S0_CLOUD_ONLY,2026-01-01T00:00:21.100000Z,19,"{""current"":8.007,""pressure"":6.742,""status"":""NORMAL"",""temperature"":42.4438,""vibration"":0.3257}"
budgeted_800k_s0_s1_s2|S0_CLOUD_ONLY|s0_90_normal_rep1_smoke_20260504_004035,telemetry|s0-cloud-publisher-b|device|compressor-005|000000000038|1079,"{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""}",False,2026-05-03T22:42:34.865709Z,2026-05-03T22:42:34.975585Z,compressor-005,compressor,2026-05-03T22:42:34.865696Z,budgeted_800k_s0_s1_s2,"{""anomalyType"":null,""isAnomaly"":false}",2026-05-03T22:42:34.949,telemetry,s0-cloud-publisher-b,,"{""anomalyTimestamp"":null,""cloudDetection"":{""anomalyType"":null,""isAnomaly"":false,""matchedRules"":[],""score"":0.0,""severity"":""none""},""cloudPublishTimestamp"":""2026-05-03T22:42:34.865709Z"",""cloudReceivedTimestamp"":""2026-05-03T22:42:34.975585Z"",""deviceId"":""compressor-005"",""deviceType"":""compressor"",""directPublisherReceivedTimestamp"":""2026-05-03T22:42:34.865696Z"",""edgeReceivedTimestamp"":null,""experimentId"":""budgeted_800k_s0_s1_s2"",""filteredTimestamp"":null,""groundTruth"":{""anomalyType"":null,""isAnomaly"":false},""normalizedTimestamp"":null,""runId"":""s0_90_normal_rep1_smoke_20260504_004035"",""scenario"":""S0_CLOUD_ONLY"",""sensorTimestamp"":""2026-01-01T00:00:42.211111Z"",""sequence"":38,""values"":{""current"":8.0399,""pressure"":6.5088,""status"":""NORMAL"",""temperature"":40.0,""vibration"":0.3396}}",s0_90_normal_rep1_smoke_20260504_004035,S0_CLOUD_ONLY,2026-01-01T00:00:42.211111Z,38,"{""current"":8.0399,""pressure"":6.5088,""status"":""NORMAL"",""temperature"":40.0,""vibration"":0.3396}"
